submission_id,tool,actual_type,detected_as_ai,confidence_score,text_length,subject,grade_level,writing_style_score,perplexity_score,detection_probability
SUB0117,Winston AI,human_written,False,0.4961448326198309,3729,BIO,Freshman,0.5888795460976642,0.10229290260896437,0.16252399262433403
SUB0118,Copyleaks,mixed,False,0.14030113542677405,3286,ENG,Graduate,0.19504988964949288,0.5112349709485754,0.2515173536249621
SUB0119,Originality.ai,ai_generated,True,0.26504602114635994,512,MATH,Senior,0.4184790861755697,0.22477199954848393,0.8194804915160634
SUB0120,Copyleaks,ai_generated,True,0.588041705352715,3675,CHEM,Freshman,0.5207967775565127,0.19138737008185902,0.7331739038401667
SUB0121,Copyleaks,human_written,False,0.3859153719112398,3743,CS,Sophomore,0.5271161358088761,0.30308046974904357,0.016149539727893666
SUB0122,Originality.ai,ai_generated,False,0.4074477028094984,4741,HIST,Senior,0.3508357217300312,0.3249548189598077,0.681694381526561
SUB0123,Copyleaks,human_written,False,0.2604079303497862,3335,CHEM,Junior,0.5029071856547038,0.24062839414646375,0.053248004684867956
SUB0124,GPTZero,mixed,False,0.17909570316698722,3278,CHEM,Junior,0.59523557173774,0.5391554820991459,0.5574079689585576
SUB0125,Turnitin,human_written,False,0.7368312472684946,1795,MATH,Sophomore,0.44214730039242023,0.25373753799483484,0.04303926468750085
SUB0126,Copyleaks,mixed,True,0.2071693272043263,2951,CS,Sophomore,0.5336533336614694,0.24209268990805968,0.36017543787404116
SUB0127,GPTZero,mixed,True,0.208021045717544,3753,HIST,Sophomore,0.8568513520103138,0.16931501425449894,0.4551769418861512
SUB0128,GPTZero,ai_generated,True,0.3437225078452064,4430,CS,Junior,0.5126757718539294,0.37979945496122364,1.0
SUB0129,Winston AI,ai_generated,True,0.21703238535737238,4370,CS,Senior,0.47505966594194327,0.24241581283010594,0.9640462446483655
SUB0130,Turnitin,human_written,False,0.24371616929208423,4866,PHYS,Senior,0.40143282836891336,0.3337686998078139,0.053339794955189326
SUB0131,Originality.ai,human_written,False,0.6672814609475932,2237,MATH,Freshman,0.5719041430144134,0.3110267518584657,0.01850283279518941
SUB0132,Copyleaks,ai_generated,True,0.6797909924593633,1538,MATH,Graduate,0.4286306833992648,0.21738880082854578,0.7512985900300502
SUB0133,GPTZero,human_written,False,0.3098361746649088,3300,PSYCH,Freshman,0.6518657655244243,0.30446077244342895,0.1877123930544321
SUB0134,Turnitin,mixed,True,0.05431283797258714,3194,CHEM,Senior,0.29087384723796283,0.24051266388337575,0.36668350571011216
SUB0135,Originality.ai,mixed,False,0.46895443663813946,1886,PHYS,Senior,0.5553996531734197,0.12855459462748428,0.37352663655372176
SUB0136,Originality.ai,human_written,False,0.47177130643039145,3808,BIO,Senior,0.6813398209553855,0.23385072560718617,0.0
SUB0137,Originality.ai,human_written,False,0.6033336005287089,3023,HIST,Graduate,0.5905059759420981,0.24817473611387975,0.03975828271311112
SUB0138,Winston AI,human_written,False,0.5606737496064681,1418,BIO,Sophomore,0.2246680383817527,0.46637328321434735,0.1391572937959406
SUB0139,Originality.ai,human_written,False,0.5517703913552636,1714,PHYS,Junior,0.4891403563958574,0.4026142044401966,0.0
SUB0140,Originality.ai,human_written,False,0.30682979111049513,3829,CS,Sophomore,0.45690912618268065,0.4235292514850424,0.0
SUB0141,Copyleaks,ai_generated,True,0.5171027310162665,4051,MATH,Freshman,0.3624266762943428,0.36698080980093384,0.9258780673490247
SUB0142,GPTZero,human_written,False,0.6045423291164825,3489,PSYCH,Sophomore,0.6553826992330375,0.40338053760086245,0.12933792846148418
SUB0143,Turnitin,ai_generated,True,0.6353017656691414,2069,PSYCH,Senior,0.7644485473063656,0.28753522616749566,0.738944375103299
SUB0144,Copyleaks,ai_generated,False,0.14954039713844736,564,PHYS,Freshman,0.4497189120110872,0.1404615099824254,0.6160904486756279
SUB0145,GPTZero,human_written,False,0.26935622357607475,4759,HIST,Graduate,0.6212054284103107,0.21519344019694914,0.13728720953931892
SUB0146,Winston AI,human_written,False,0.19382452219721294,4218,CHEM,Graduate,0.5731662231626508,0.30571178405511745,0.1385447583587091
SUB0147,Turnitin,human_written,False,0.18263897997298562,4949,BIO,Graduate,0.4288728414382777,0.3189203303474235,0.0021810881053010225
SUB0148,Copyleaks,human_written,False,0.33741599052671967,2236,HIST,Junior,0.8459229477119322,0.48015396139252337,0.02638595769581386
SUB0149,Copyleaks,mixed,False,0.30962832664437073,598,HIST,Junior,0.4601921901342838,0.42078220346204326,0.5660917895649634
SUB0150,GPTZero,mixed,False,0.8558026199432784,3182,CHEM,Graduate,0.49669477039935944,0.35089905208555405,0.5137806400370302
SUB0151,Copyleaks,human_written,False,0.17721771919644128,2458,ENG,Senior,0.6109195203852781,0.38641807048417826,0.0003946640200087892
SUB0152,Winston AI,human_written,False,0.7204049120953857,4428,PSYCH,Sophomore,0.467049582147356,0.3571767054571167,0.10668290696584866
SUB0153,GPTZero,ai_generated,True,0.2664780914860326,4270,BIO,Junior,0.3347458921164379,0.35724519350122763,0.8393109595450359
SUB0154,Winston AI,mixed,False,0.48232085818834264,1941,CS,Senior,0.7556153117088676,0.3704654086999342,0.5327137162412978
SUB0155,Turnitin,mixed,False,0.5042023897816577,2226,HIST,Sophomore,0.7107755083393041,0.27586572275969906,0.7079262419619807
SUB0156,GPTZero,human_written,False,0.4611394774379653,3891,MATH,Sophomore,0.3507054959314236,0.42567768783608956,0.1491492321222788
SUB0157,GPTZero,ai_generated,True,0.29005569138048315,3186,ENG,Freshman,0.35943244321419,0.3101950967406336,0.993830370476835
SUB0158,Turnitin,human_written,False,0.09966324733394208,2776,HIST,Freshman,0.5588951173476452,0.34535855235092183,0.002533304997605672
SUB0159,Originality.ai,human_written,False,0.2982632230496927,1520,PSYCH,Graduate,0.7079810202487724,0.32523742095336067,0.013435899827978423
SUB0160,Copyleaks,mixed,True,0.3475242661342632,4588,HIST,Junior,0.6119917046903236,0.332557781678707,0.7113738141471456
SUB0161,GPTZero,ai_generated,True,0.1891969767115686,692,MATH,Sophomore,0.5024257698418619,0.3858485171919579,1.0
SUB0162,Copyleaks,ai_generated,True,0.11912303178429284,1097,BIO,Freshman,0.7510547669331294,0.20834870063567779,0.869089121214157
SUB0163,Copyleaks,human_written,False,0.6581664510044067,648,CHEM,Senior,0.8050671223614743,0.366678534467242,0.01418244374228373
SUB0164,Turnitin,mixed,False,0.28936300001456283,2688,CS,Graduate,0.5834033145263436,0.24087152111981053,0.12301404282933748
SUB0165,GPTZero,ai_generated,True,0.35156394300861826,900,PSYCH,Freshman,0.42347587795246744,0.36628704301046305,0.9575599489450937
SUB0166,GPTZero,ai_generated,True,0.5017836415422054,1709,CS,Graduate,0.5244797689244536,0.2581767214445077,1.0
SUB0167,Originality.ai,human_written,False,0.218625127554098,3764,PHYS,Senior,0.5518754986693345,0.2632841480046136,0.0
SUB0168,Originality.ai,ai_generated,True,0.22037379884796718,4909,PSYCH,Freshman,0.5269871554319625,0.38378305352294806,0.7898005283364067
SUB0169,Turnitin,ai_generated,True,0.23102324034584362,1103,ENG,Freshman,0.36595782475159194,0.2599084806455873,0.9315765164989993
SUB0170,Winston AI,human_written,True,0.4033017983748809,4885,PSYCH,Freshman,0.4335419900363005,0.4220449522174901,0.11065547135413459
SUB0171,Winston AI,ai_generated,True,0.6080349842510088,4024,MATH,Senior,0.36968354735095166,0.16641375958313864,1.0
SUB0172,GPTZero,human_written,False,0.22260961043638527,2447,BIO,Junior,0.5907752974580738,0.24084733216824758,0.13900412452778782
SUB0173,Originality.ai,ai_generated,False,0.44680419502278823,1169,PSYCH,Senior,0.4213575885635182,0.2518539223467311,0.6596713403346888
SUB0174,GPTZero,mixed,False,0.6130278148498726,604,PSYCH,Sophomore,0.5426084855794805,0.32575749708891943,0.3767772715064488
SUB0175,Copyleaks,ai_generated,True,0.3126519919904353,4787,ENG,Graduate,0.5732375926977342,0.41296545487203085,0.8356881147760773
SUB0176,Winston AI,human_written,False,0.2813486333475071,4172,BIO,Sophomore,0.47821409889083055,0.3971393102143096,0.14226637001895592
SUB0177,Turnitin,mixed,False,0.5653855168051171,3786,HIST,Senior,0.3954036273951459,0.4225470545314469,0.3724885019061936
SUB0178,GPTZero,human_written,False,0.30680541455682364,4764,CHEM,Graduate,0.6376234843677342,0.5727359702409499,0.106138994496972
SUB0179,Copyleaks,mixed,False,0.5444320862097743,1624,BIO,Sophomore,0.31940928038033456,0.1944776509875963,0.4085707698712143
SUB0180,Copyleaks,ai_generated,True,0.715095657842427,4705,PSYCH,Freshman,0.6912466073031227,0.3197749135538069,0.7370890819365954
SUB0181,GPTZero,human_written,False,0.36280018878344616,4367,ENG,Junior,0.719372856271939,0.31795824594631783,0.1575646651700286
SUB0182,GPTZero,ai_generated,True,0.6950839516600847,1389,CS,Junior,0.501989696462596,0.28429633094073703,1.0
SUB0183,Turnitin,ai_generated,False,0.16406453721191316,3459,PHYS,Freshman,0.602994228791924,0.28488477133765694,0.8524798634628606
SUB0184,Copyleaks,human_written,False,0.37710896252818304,1288,ENG,Freshman,0.556563533064017,0.3964979550486138,0.04587529871360785
SUB0185,Turnitin,mixed,False,0.7552391005333533,2403,HIST,Freshman,0.6306368072674114,0.4613802715036153,0.40306382783771305
SUB0186,GPTZero,mixed,True,0.5293888111962948,2229,PSYCH,Freshman,0.5467236288196685,0.30039749565171825,0.5888716976181074
SUB0187,Copyleaks,human_written,False,0.28174048841820565,3497,PSYCH,Sophomore,0.6317273622455457,0.2229673934782349,0.0009736041894341865
SUB0188,Originality.ai,human_written,False,0.07629802358283487,1793,ENG,Freshman,0.4657699130746684,0.1543318558675918,0.0
SUB0189,Winston AI,ai_generated,True,0.4108304437242285,3068,CHEM,Graduate,0.531271729969792,0.3599650466913226,1.0
SUB0190,Winston AI,ai_generated,True,0.2301903266777814,4800,BIO,Freshman,0.28895848992302464,0.1526019720838884,0.8504522347845634
SUB0191,Originality.ai,human_written,False,0.49693814935255987,3648,BIO,Sophomore,0.2055334685842647,0.4160659888800972,0.0
SUB0192,Copyleaks,human_written,False,0.4701957366085579,3505,MATH,Sophomore,0.4465870063519837,0.33191601775089086,0.013972924833728834
SUB0193,Copyleaks,mixed,False,0.8439367809190094,1060,MATH,Freshman,0.46738754217271455,0.40309566491463394,0.4616626845168321
SUB0194,Winston AI,human_written,False,0.30991473976750095,2225,CS,Senior,0.5599559809161835,0.31654036602997043,0.08853947293922687
SUB0195,GPTZero,mixed,False,0.5819223683471073,4576,PHYS,Graduate,0.38197900146554226,0.2215503927610465,0.7698876568529293
SUB0196,GPTZero,mixed,True,0.706737878723197,2630,CS,Graduate,0.7424698186775053,0.40001267237825017,0.431266903906952
SUB0197,Winston AI,human_written,False,0.5226898787330723,512,PHYS,Junior,0.6938090501489784,0.2250828273396758,0.16946524872820312
SUB0198,GPTZero,ai_generated,True,0.39707288459691586,3991,MATH,Freshman,0.4516727943427164,0.36473326855134786,0.7872114061044783
SUB0199,Winston AI,mixed,False,0.7506020012121981,2225,HIST,Freshman,0.6545448820427793,0.36804110639374826,0.4211284443573875
SUB0200,Copyleaks,ai_generated,True,0.7647571066049645,788,ENG,Freshman,0.031918396558430484,0.2038632131080566,0.5885366197747212
SUB0201,Winston AI,human_written,True,0.09826318259887039,4469,MATH,Sophomore,0.4283221405947238,0.187726337463132,0.18927207604217927
SUB0202,Originality.ai,mixed,True,0.20655015989490433,2407,HIST,Graduate,0.5037936049002014,0.5188498986095991,0.31494424824373124
SUB0203,Turnitin,ai_generated,True,0.31590157501381116,3588,HIST,Senior,0.33434302331553223,0.18311008707038512,0.8951414088094636
SUB0204,Winston AI,human_written,False,0.7790815874951548,3629,CS,Sophomore,0.603031283480434,0.34942260822973326,0.1308858472302333
SUB0205,Copyleaks,mixed,False,0.19436047205266757,2274,CS,Sophomore,0.4013629180272267,0.33417914681189637,0.36304836309106603
SUB0206,Turnitin,human_written,False,0.6564725460121874,3422,ENG,Sophomore,0.45109812562747265,0.4993862939232595,0.03633618848461373
SUB0207,Originality.ai,mixed,False,0.4278375344036999,4946,PHYS,Sophomore,0.5227104571927599,0.32984518139814395,0.2326102103872117
SUB0208,GPTZero,human_written,False,0.6378286251768597,3137,MATH,Junior,0.35790873724372874,0.4146682300117364,0.12295548172263417
